attack_name,date,keywords,comments
"CommonThreat--PhishingE-mailLink","20180410","thunderbird","final_report    "
"CommonThreat--PhishingE-mailLink","20180410","firefox","final_report            "
"CommonThreat--PhishingE-mailLink","20180410","www.nasa.ng","final_report "
"CommonThreat--PhishingE-mailLink","20180410","208.75.117.3","final_report       "
"CommonThreat--PhishingE-mailLink","20180410","www.foo1.com","final_report"
"CommonThreat--PhishingE-mailLink","20180410","208.75.117.2","final_report       "
"CommonThreat--PhishingE-mailExecutable","20180413","thunderbird","final_report"
"CommonThreat--PhishingE-mailExecutable","20180413","tcexec","final_report     "
"CommonThreat--PhishingE-mailExecutable","20180413","tcexec","final_report     "
"NationState--FirefoxDrakonClean","20180410","www.git.edu","final_report"
"NationState--FirefoxDrakonClean","20180410","141.43.176.203","final_report "
"NationState--FirefoxDrakonClean","20180410","146.153.68.151","final_report "
"NationState--FirefoxDrakonClean","20180410","whoami","final_report            "
"NationState--FirefoxDrakonClean","20180410","hostname","final_report          "
"NationState--FirefoxDrakonClean","20180410","ps","final_report                "
"NationState--FirefoxDrakonClean","20180410","clean","final_report "
"NationState--FirefoxDrakonClean","20180410","glx_alsa_675","final_report "
"NationState--FirefoxDrakonClean","20180410","clean","final_report "
"NationState--FirefoxDrakonClean","20180410","clean","final_report     "
"NationState--FirefoxDrakonClean","20180410","161.116.88.72","final_report  "
"NationState--FirefoxDrakonClean","20180410","clean","final_report "
"NationState--FirefoxDrakonClean","20180410","quit","final_report              "
"NationState--FirefoxDrakonClean","20180410","whoami","final_report            "
"NationState--FirefoxDrakonProfile","20180410","www.git.edu","final_report  "
"NationState--FirefoxDrakonProfile","20180410","141.43.176.203:80","final_report   "
"NationState--FirefoxDrakonProfile","20180410","146.153.68.151:80","final_report   "
"NationState--FirefoxDrakonProfile","20180410","passwd","final_report         "
"NationState--FirefoxDrakonProfile","20180410","group","final_report          "
"NationState--FirefoxDrakonProfile","20180410","/proc/stat","final_report    "
"NationState--FirefoxDrakonProfile","20180410","profile","final_report "
"NationState--FirefoxDrakonProfile","20180410","profile","final_report "
"NationState--FirefoxDrakonProfile","20180410","glx_alsa_675","final_report   "
"NationState--FirefoxDrakonProfile","20180410","profile","final_report "
"NationState--FirefoxDrakonProfile","20180410","profile","final_report             "
"NationState--FirefoxDrakonProfile","20180410","161.116.88.72:80","final_report    "
"NationState--FirefoxDrakonProfile","20180410","profile","final_report "
"NationState--FirefoxDrakonProfile","20180410","xdev","final_report       "
"NationState--FirefoxDrakonProfile","20180410","passwd","final_report         "
"NationState--FirefoxDrakonProfile","20180411","passwd","final_report     "
"NationState--FirefoxDrakonProfile","20180411","group","final_report      "
"NationState--FirefoxDrakonProfile","20180411","/proc/stat","final_report"
"NationState--FirefoxDrakonProfile","20180411","7.149.198.40","final_report "
"NationState--FirefoxDrakonProfile","20180412","passwd","final_report     "
"NationState--FirefoxDrakonProfile","20180412","group","final_report      "
"NationState--FirefoxDrakonProfile","20180412","/proc/stat","final_report"
"NationState--FirefoxAndBrowserExtensionDrakon","20180412","www.allstate.com","final_report                           "
"NationState--FirefoxAndBrowserExtensionDrakon","20180412","145.199.103.57","final_report                                 "
"NationState--FirefoxAndBrowserExtensionDrakon","20180412","/native-messaging-hosts/pass_mgr","final_report      "
"NationState--FirefoxAndBrowserExtensionDrakon","20180412","61.130.69.232","final_report                                  "
"NationState--FirefoxAndBrowserExtensionDrakon","20180412","gtcache","final_report                                           "
"NationState--FirefoxAndBrowserExtensionDrakon","20180412","gtcache","final_report                                   "
"NationState--FirefoxAndBrowserExtensionDrakon","20180412","146.153.68.151","final_report                                 "
"NationState--FirefoxAndBrowserExtensionDrakon","20180412","passwd","final_report                                       "
"NationState--FirefoxAndBrowserExtensionDrakon","20180412","group","final_report                                        "
"NationState--FirefoxAndBrowserExtensionDrakon","20180412","/proc/stat","final_report                                  "
"NationState--FirefoxAndBrowserExtensionDrakon","20180412","xdev","final_report                                     "
"NationState--FirefoxAndBrowserExtensionDrakon","20180412","wdev","final_report                                     "
"NationState--FirefoxAndBrowserExtensionDrakon","20180412","xdev","final_report                                     "
"NationState--FirefoxAndBrowserExtensionDrakon","20180412","wdev","final_report                                     "
"NationState--FirefoxAndBrowserExtensionDrakon","20180412","memtrace.so","final_report                                  "
"NationState--FirefoxAndBrowserExtensionDrakon","20180412","memtrace.so","final_report                                  "
"NationState--FirefoxAndBrowserExtensionDrakon","20180412","passwd","final_report                                       "
"NationState--FirefoxAndBrowserExtensionDrakon","20180412","log/mail","final_report                                     "
"NationState--FirefoxAndBrowserExtensionDrakon","20180412","glx_alsa_675","final_report                                 "
"NationState--FirefoxAndBrowserExtensionDrakon","20180412","log/mail","final_report                                     "
"NationState--FirefoxAndBrowserExtensionDrakon","20180412","mail","final_report                                      "
"NationState--FirefoxAndBrowserExtensionDrakon","20180412","149.52.198.23","final_report                                  "
"NationState--FirefoxAndBrowserExtensionDrakon","20180412","uname","final_report                                             "
"NationState--FirefoxAndBrowserExtensionDrakon","20180412","128.55.12.73","final_report                                      "
"NationState--FirefoxAndBrowserExtensionDrakon","20180412","128.55.12.166","final_report                                     "
"NationState--FirefoxAndBrowserExtensionDrakon","20180412","128.55.12.67","final_report                                      "
"NationState--FirefoxAndBrowserExtensionDrakon","20180412","128.55.12.141","final_report                                     "
"NationState--FirefoxAndBrowserExtensionDrakon","20180412","128.55.12.110","final_report                                     "
"NationState--FirefoxAndBrowserExtensionDrakon","20180412","128.55.12.118","final_report                                     "
"NationState--FirefoxAndBrowserExtensionDrakon","20180412","128.55.12.10","final_report                                      "
"NationState--FirefoxAndBrowserExtensionDrakon","20180412","128.55.12.1","final_report                                       "
"NationState--FirefoxAndBrowserExtensionDrakon","20180412","128.55.12.55","final_report                                      "
"NationState--FirefoxAndBrowserExtensionDrakon","20180412","mail","final_report                                              "
"NationState--FirefoxAndBrowserExtensionDrakon","20180412","unlink","final_report"
